Steps,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,-0.7518334,1.521899495,1.6250554,0,-0.757348084,221.0222222,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
20000,0.02443918,0.2983096,1.6250554,0,-0.757348084,221.0222222,-0.7518334,1.521899495,0.005944599,0.10433594,0.000398831,0.5027474,0.8150709
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,1.0913981,1,0.60355628,52.69375,0.2446603,0.4634955,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,0.593596281,0.275861817,1.0913981,1,0.60355628,52.69375,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
30000,0.2446603,0.4634955,1.0913981,1,0.60355628,52.69375,0.593596281,0.275861817,0.01255122,0.09896811,0.000397994,0.40292725,0.5019076
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,1.1535264,1,-0.317075704,179.9318182,-0.1584488,0.44685948,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,-0.317075812,0.594543817,1.1535264,1,-0.317075704,179.9318182,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
40000,-0.1584488,0.44685948,1.1535264,1,-0.317075704,179.9318182,-0.317075812,0.594543817,0.010215463,0.10290171,0.000397172,0.3230577,0.35150367
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,0.9512257,1,-0.44276557,191.15625,-0.13469541,0.45607036,-0.424790379,0.720326013,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
50000,-0.13469541,0.45607036,-0.424790379,0.720326013,0.9512257,1,-0.44276557,191.15625,0.009123592,0.097547576,0.000396408,0.3151663,0.35518256
,,,,,,,,,,,,,
