Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
10000,2.1511803,0.0,0.06430886516361223,125.98529411764706,0.34361324,-0.16676491,0.06430879761190976,0.5432105336119147,0.06947352,0.10138302,0.00039956337,1.2321221,1.0544403
20000,1.7482717,1.0,0.6308722778259704,49.25748502994012,0.45836577,0.054420125,0.6308722569200094,0.28644444601621455,0.010977134,0.1043548,0.00039886194,0.44411722,0.59348065
30000,1.1170949,1.0,-0.6709909290578719,219.97297297297297,-0.11228738,0.47944725,-0.6709910623125128,1.2955306222712673,0.008305835,0.10338309,0.0003980535,0.44231597,0.42502433
40000,1.1679819,1.0,-0.4805535117255723,203.23214285714286,-0.08823337,0.44432783,-0.4805536355291094,0.8575716191013011,0.008260177,0.10383459,0.00039721894,0.35697404,0.41931778
50000,1.2690808,1.0,-0.6897532725799829,215.74,-0.13030805,0.46200746,-0.6699504256248474,0.7812985968875125,0.0069559603,0.099611744,0.0003963621,0.35213664,0.44534817
60000,0.93694746,1.0,0.07322226665914058,136.92,0.013187771,0.44795045,0.02388741172753371,0.47361032405940745,0.013209713,0.0961924,0.0003956012,0.27109277,0.289598
70000,0.90190125,2.0,0.718263630603193,52.81122448979592,0.58600634,0.38425124,0.7171003480955046,0.11598133217847469,0.016235588,0.10581162,0.0003948561,0.23194656,0.21189268
80000,0.99014074,2.0,0.1509735892519414,143.38095238095238,0.26345146,0.32951814,0.16236975695937872,0.3493874463601969,0.0067902952,0.097453475,0.00039398725,0.21545975,0.22612794
90000,1.0252466,2.0,0.20344136051282707,134.42253521126761,0.281532,0.29232866,0.22061425490038736,0.31345946554626736,0.010102008,0.106500134,0.00039313585,0.22074166,0.2371768
100000,0.98910147,2.0,0.457290465459412,99.87128712871286,0.36043057,0.2688062,0.43872605721549235,0.2175170003556379,0.009556552,0.10107716,0.00039238733,0.20977019,0.19608131
110000,0.90342444,2.0,0.6548709209441063,72.8943661971831,0.55725527,0.2811997,0.6562042265710696,0.11199480522109169,0.006868175,0.109563135,0.0003916466,0.15016302,0.11097945
120000,0.7225099,2.0,0.6749879491508709,71.17391304347827,0.5741253,0.3000759,0.6736449312040771,0.11141932986514724,0.006563862,0.10760554,0.0003908154,0.14831725,0.08855244
130000,0.55051744,2.0,0.7356036830489047,60.5,0.6358907,0.264545,0.7364323336066622,0.047016666880385444,0.006844984,0.11882325,0.00038998606,0.077215865,0.037961412
140000,0.6242472,3.0,0.7746009616227164,51.88732394366197,0.6324742,0.25273228,0.7746009541229463,0.03626539314519876,0.0044016587,0.09869355,0.0003892302,0.10321237,0.070322074
150000,0.72392505,3.0,-0.3026172237177552,203.40740740740742,0.2747121,0.23934269,-0.3026173467989321,0.510457779780996,0.00414278,0.105654255,0.00038840293,0.2274642,0.25352746
160000,0.77717406,3.0,-0.24323712294258606,189.03846153846155,0.1109204,0.21992062,-0.2283987490569844,0.4086242318518606,0.0056919,0.10240833,0.00038760228,0.21345155,0.19939938
170000,0.76908433,3.0,-0.023661407416511793,164.625,0.16025229,0.24785769,-0.038682099489065314,0.39082443533608546,0.006725853,0.10049751,0.00038676662,0.21923654,0.19456176
180000,0.7219237,3.0,-0.07023328186866516,174.41666666666666,0.14634171,0.28475568,-0.06472993770550037,0.40219504121241384,0.0073231338,0.1070321,0.00038601726,0.21024081,0.1379589
190000,0.8154828,3.0,0.15819359663498378,152.56451612903226,0.23145606,0.2578215,0.14606766449287534,0.3117064703692449,0.006231624,0.102325484,0.00038525113,0.1959987,0.1588257
200000,0.6927847,3.0,0.2721549759841931,145.3943661971831,0.2529687,0.21195449,0.2660951946462904,0.2725090213585645,0.0064528896,0.10438188,0.0003844272,0.1783529,0.14113191
210000,0.64577127,3.0,0.3301733763950567,132.8,0.36535767,0.17163174,0.33200441201527914,0.22254540789872407,0.005571044,0.098320015,0.0003835974,0.15881148,0.1290709
220000,0.6272932,3.0,0.2663333776007806,139.22857142857143,0.3141747,0.14348687,0.27045536041259766,0.21252990116588247,0.006463061,0.10092387,0.00038276683,0.15947817,0.08424649
230000,0.61455864,3.0,0.47533337081255145,114.96385542168674,0.40175703,0.13731253,0.47257313604761914,0.1615554855443628,0.0054029734,0.101847686,0.00038201135,0.14704798,0.083559915
240000,0.595583,3.0,0.38751518780587835,117.875,0.46237913,0.13110378,0.38532946883947,0.15874618732894974,0.004558907,0.10192106,0.00038126827,0.13982466,0.087298915
250000,0.5979023,3.0,0.4207778157960136,119.82142857142857,0.4562548,0.11929788,0.44261173605918885,0.16706232848193717,0.004257397,0.098598674,0.0003804401,0.14675768,0.07869233
260000,0.56444937,3.0,0.42536290834033036,117.15189873417721,0.38764355,0.12784815,0.4043965905527525,0.1560464058590086,0.0051486553,0.101187944,0.00037961316,0.13886069,0.06257281
270000,0.5219485,3.0,0.4076629191933369,121.3409090909091,0.41527563,0.12192164,0.4090567830611359,0.16972738326611844,0.0043368815,0.10021051,0.00037878225,0.14575544,0.07313754
280000,0.52503735,3.0,0.5920733674545773,95.88,0.4729025,0.13962807,0.591521430723738,0.10271440530288042,0.0030543264,0.10094235,0.00037795576,0.11635144,0.06718349
290000,0.58478236,3.0,0.3298312637076678,125.16455696202532,0.40596983,0.13701083,0.346880303361477,0.16547277722006234,0.0036236476,0.09997206,0.00037720444,0.14041287,0.10685224
300000,0.60884655,3.0,0.5345056533101904,103.98876404494382,0.42452094,0.18333124,0.5174555225504769,0.13306462426359456,0.0048059886,0.10113646,0.00037646093,0.13513945,0.072947726
310000,0.58372337,3.0,0.43864239831843105,110.58333333333333,0.45036784,0.18398625,0.4386423220857978,0.15583269393149143,0.004893309,0.102808714,0.0003756382,0.13860448,0.07498769
320000,0.59823227,3.0,0.5309610294718097,108.13829787234043,0.4878025,0.21297169,0.5332974653731111,0.12868098837513758,0.003321311,0.09763324,0.00037480966,0.12687628,0.0694056
330000,0.63414145,3.0,0.5461263505423344,99.27368421052631,0.4656936,0.23408899,0.5437048313518366,0.11882182078746457,0.0031929961,0.104539536,0.00037397153,0.12667401,0.07763235
340000,0.63723016,3.0,0.5801111458373877,94.64814814814815,0.48115173,0.25633186,0.5792491945707909,0.1131532357126544,0.00394312,0.09695048,0.00037313803,0.12639645,0.06968765
350000,0.69763815,4.0,0.5281294475254767,104.95294117647059,0.44720876,0.26702678,0.5298061717388242,0.12769896687593224,0.004195304,0.10551065,0.00037239311,0.13030787,0.07523672
360000,0.64419276,4.0,0.43562198812482744,118.54878048780488,0.38284484,0.31453618,0.43271602009549553,0.14210700379385624,0.004206604,0.09795536,0.0003716505,0.12374946,0.06902349
